sistema,tipo_equipamento_id,tipo_equipamento,criticidade,id,predio_id,predio_atividade_id,dt_prevista,dt_realizada,descricao,observacao,excluido,created,user_created,user_exclusao,user_execucao,token,prestador_id,horas_uso_prevista,horas_uso_realizada,executor,pai_id,user_alteracao,medicao,executa,predio_equipe_id,manual,acao,urgente,predio_ambiente_id,bloqueado,habilitado,tempo,tempo_parado,valor,obs_ocorrencia_id,tipo,sistema_id,elemento_id,equipamento_id,tabvalores_criticidade_id,convertida_atividade,criticidade_id,executor_token
CLIMATIZAÇÃO,22,AR CONDICIONADO SPLIT,1,134562,2,128651,2022-02-01,,,,false,2023-03-08 19:43:22.614339,2,,,Zncqt,151,,,,,,,true,,false,false,false,1153,false,true,0,0,0,,prev,664,,114,,false,,jion3
